Income_INR,Village_Risk_Score,Loan_Size_INR,Past_Repayment_History,Default
17342,0.374,7956,0,1
31571,0.047,22476,0,0
10916,0.592,26557,2,1
6297,0.35,14968,0,1
5000,0.213,5000,2,0
11259,0.264,13367,0,0
17187,0.304,23663,2,1
12551,0.567,17621,2,0
9885,0.468,10157,2,0
7371,0.057,17081,2,0
5732,0.282,13229,1,0
15023,0.127,6606,2,0
15629,0.5,27585,1,0
5000,0.438,5000,2,0
21914,0.163,36263,1,0
13187,0.313,29282,0,0
19926,0.541,35150,2,0
5059,0.418,7005,2,0
5000,0.246,12057,0,0
9186,0.222,18078,2,0
12725,0.303,11752,0,1
24298,0.586,29463,0,1
14087,0.182,28114,2,0
8766,0.425,5000,1,1
5924,0.085,5000,0,1
18306,0.362,40361,2,0
6109,0.067,5000,1,0
22342,0.372,40771,1,0
8585,0.425,9183,1,0
21922,0.171,46791,1,1
13897,0.519,30288,2,0
9241,0.436,22199,1,1
7633,0.255,5000,2,0
8346,0.426,10749,0,1
12260,0.029,19682,1,1
10286,0.567,23902,1,0
7354,0.074,7058,1,0
9110,0.143,5014,1,0
10293,0.023,8478,2,0
5000,0.313,7203,0,0
12445,0.087,22777,0,1
6064,0.384,11221,0,1
5559,0.285,5000,2,0
5000,0.069,9994,0,1
5000,0.291,8932,2,0
5025,0.18,6311,2,0
6943,0.398,11103,0,1
26281,0.117,52885,1,0
7608,0.215,7231,0,1
10817,0.196,25680,1,0
12091,0.324,8334,1,0
10567,0.173,24248,2,0
9521,0.519,18621,0,1
5444,0.419,9729,2,0
20444,0.336,11737,2,0
24430,0.58,56921,1,0
5000,0.043,5100,1,1
5931,0.406,11659,1,1
8604,0.448,19430,0,1
6110,0.186,5578,2,0
12746,0.321,29579,1,1
6876,0.344,11587,1,0
29217,0.097,52123,1,1
17948,0.399,41649,1,0
11007,0.47,16578,1,1
16539,0.235,21920,1,1
17204,0.11,29760,1,1
7465,0.092,11671,1,0
6580,0.173,5000,2,0
10291,0.51,8017,1,0
15226,0.337,6524,2,0
10609,0.302,6653,1,0
5000,0.364,9663,0,0
6624,0.456,5000,0,1
9537,0.328,9912,1,0
9529,0.763,12803,2,1
26536,0.289,62875,1,1
5000,0.504,5433,2,1
12743,0.57,26055,0,0
20838,0.355,26223,2,0
30814,0.224,18698,0,1
8085,0.187,5000,1,0
12653,0.248,16552,1,0
13159,0.264,6863,2,0
10913,0.429,17465,1,1
9419,0.187,13533,1,0
12307,0.166,23081,0,1
5000,0.088,5000,1,0
13919,0.54,22899,0,1
10541,0.297,8080,1,0
8855,0.056,16972,0,1
27541,0.247,28781,1,1
7062,0.164,11937,1,0
8090,0.382,18233,1,0
26789,0.001,38183,1,0
6528,0.189,5247,0,1
7517,0.108,16995,2,0
9195,0.225,10602,2,0
15068,0.36,29135,1,1
10980,0.403,11773,2,0
5185,0.348,5321,2,0
7584,0.144,13260,1,0
7305,0.119,5319,0,0
9522,0.125,21145,1,1
12245,0.203,14866,0,0
12198,0.044,5373,2,1
5000,0.075,5207,1,0
16847,0.022,34511,2,0
11229,0.071,24756,1,0
19776,0.136,31495,2,1
12358,0.153,12576,1,0
17165,0.05,25894,1,0
12497,0.303,26949,1,1
19401,0.4,20637,2,0
12850,0.527,15541,2,0
9424,0.439,14450,1,1
30829,0.173,69766,1,1
15436,0.423,25046,0,1
13185,0.303,11022,2,0
5228,0.337,5000,1,0
5197,0.161,5000,1,0
11457,0.101,27445,2,0
10644,0.211,22640,1,1
7280,0.083,14621,1,1
10619,0.347,15317,1,0
21901,0.227,39692,2,0
14012,0.253,9351,0,0
5594,0.524,9531,2,0
9360,0.105,19681,0,1
6617,0.033,5000,1,0
8153,0.337,8331,1,0
8048,0.204,5083,2,0
7794,0.292,7377,2,0
5283,0.405,10685,0,0
9285,0.706,10188,2,1
7477,0.472,13821,1,1
5000,0.231,10119,2,1
27625,0.131,58425,1,1
17058,0.301,38109,1,0
8199,0.136,13570,0,1
9990,0.35,9884,2,0
5509,0.608,5000,0,1
23106,0.76,33684,0,1
25556,0.322,15780,1,1
10703,0.176,24752,2,1
16510,0.276,21946,2,0
10803,0.253,24127,0,0
5072,0.093,9584,1,0
8055,0.3,17722,2,0
10571,0.164,23853,0,0
7885,0.235,5000,2,0
8872,0.323,17061,1,1
9455,0.57,8280,1,1
9504,0.542,23548,1,1
10159,0.179,20670,1,0
5823,0.362,5000,1,0
6915,0.511,16234,1,0
5206,0.165,5278,1,0
16137,0.337,20575,1,0
5000,0.165,8428,2,1
17620,0.291,40953,2,1
19794,0.329,46466,2,1
8509,0.486,13472,2,1
5000,0.575,5325,1,1
8261,0.508,8148,2,1
9584,0.481,11168,2,1
5971,0.259,5000,1,0
7649,0.124,13819,2,0
21270,0.062,32084,1,1
13800,0.484,27936,0,1
6233,0.485,5000,1,1
5000,0.263,6199,2,0
8404,0.542,7595,1,0
8895,0.248,13555,1,1
12684,0.36,17545,1,1
7572,0.59,10178,0,1
12781,0.048,13585,1,0
26044,0.291,50172,0,1
14879,0.389,20999,2,0
9661,0.116,7968,1,0
9031,0.379,13994,1,0
8280,0.131,13687,1,0
17860,0.354,7945,2,0
7232,0.289,5988,1,0
10123,0.492,9202,1,1
10153,0.135,9351,2,0
7701,0.188,6943,0,1
5000,0.446,5000,0,0
11631,0.136,11070,1,1
9599,0.296,21662,1,1
12709,0.364,13615,1,0
7579,0.284,8598,1,0
18222,0.425,17474,1,1
6384,0.515,15526,2,0
23295,0.369,35514,1,0
5000,0.108,8410,1,0
12300,0.198,23918,0,1
12553,0.184,13818,1,0
6648,0.392,16186,1,0
12236,0.18,8809,1,0
18765,0.035,25547,2,0
5000,0.547,5000,2,1
12725,0.113,26212,2,0
5000,0.227,5000,1,0
6106,0.367,9546,1,1
22350,0.228,13859,0,1
7399,0.236,9993,2,0
5503,0.792,5440,1,0
8964,0.195,20590,0,1
27832,0.546,14236,1,1
5000,0.194,8824,0,0
5850,0.482,10882,2,0
20925,0.095,47434,1,1
25055,0.129,56205,1,0
9398,0.461,23042,1,0
5326,0.2,5000,1,0
28223,0.697,27578,2,1
21965,0.312,27112,1,1
13897,0.34,21248,1,0
6593,0.198,7720,1,0
9657,0.097,18876,0,1
9134,0.229,5000,2,0
11677,0.04,5103,1,0
20445,0.415,38921,1,1
15362,0.168,34636,1,1
5775,0.308,11727,0,1
19697,0.362,12722,1,1
11574,0.171,27355,1,0
13954,0.32,20875,0,1
20604,0.222,40360,0,1
5677,0.206,5000,1,1
9721,0.3,15092,1,1
7587,0.198,8294,1,1
5000,0.583,12234,1,1
11770,0.088,16429,0,0
34744,0.253,69027,1,1
5000,0.104,8333,2,0
9738,0.694,5823,0,1
13633,0.546,20997,1,0
10525,0.517,16150,1,1
9352,0.021,17798,1,0
5168,0.342,5561,1,0
11118,0.24,24543,0,1
6779,0.461,11575,0,1
5000,0.266,5000,2,0
17985,0.218,33890,1,1
15981,0.369,36831,1,0
10156,0.406,18632,1,0
11098,0.267,13295,1,1
16935,0.419,27780,1,1
11071,0.244,8413,1,0
15552,0.346,25858,2,0
8529,0.674,12385,1,0
19072,0.262,8676,2,0
11618,0.436,12501,1,0
10905,0.386,8742,1,1
5244,0.213,6400,1,1
11424,0.302,10371,1,0
6529,0.185,14050,2,0
7192,0.166,13415,1,0
6583,0.234,12865,1,1
5807,0.103,6723,0,0
28635,0.373,11661,1,0
19257,0.247,16565,1,0
25853,0.656,51347,1,0
5369,0.164,8945,0,1
10256,0.541,15702,1,0
5183,0.738,5127,1,1
6989,0.344,5000,2,0
6253,0.233,12809,2,0
18394,0.269,8850,1,0
8118,0.433,5000,1,0
16885,0.326,17212,0,0
13387,0.086,21461,0,1
31313,0.11,77773,0,1
5000,0.6,5000,2,0
18575,0.053,25888,0,1
17557,0.166,29209,2,0
6083,0.551,12948,1,1
16375,0.289,30265,2,1
11708,0.561,24544,2,0
8833,0.355,13224,2,0
6555,0.19,8596,1,0
6908,0.269,11739,2,0
27581,0.089,63212,1,0
9900,0.324,15412,0,1
14633,0.333,24463,1,0
6664,0.014,7395,2,0
6701,0.106,11069,2,0
17000,0.049,29211,1,1
5040,0.406,9990,1,0
8041,0.495,12879,1,0
10066,0.122,8203,1,0
10463,0.009,16972,2,0
9049,0.366,9280,1,1
12063,0.301,7037,1,0
13994,0.47,29856,0,1
14290,0.213,7698,2,1
6045,0.285,10438,2,0
8586,0.121,21258,1,0
17986,0.541,10504,1,1
15480,0.529,13348,2,0
5000,0.566,9988,1,0
11798,0.223,7120,1,0
5000,0.304,10743,1,0
10132,0.039,5000,0,1
25562,0.193,57998,1,1
6161,0.107,5000,1,0
6521,0.301,15234,2,0
14501,0.395,32129,1,1
5000,0.373,7665,0,0
7212,0.346,14668,1,0
13335,0.348,7431,1,0
7207,0.369,5000,0,1
8795,0.304,10339,1,0
14358,0.189,21949,1,1
12219,0.108,27166,1,1
11309,0.351,17412,1,0
8353,0.084,15010,1,0
11908,0.37,21766,1,1
9303,0.487,20866,1,1
12442,0.166,25273,1,1
7719,0.343,18926,0,1
9033,0.517,5000,0,0
6033,0.055,5046,0,1
9725,0.172,22892,0,1
6597,0.139,13615,0,1
5670,0.216,5451,0,0
11263,0.365,27549,2,0
11007,0.435,24511,1,1
14638,0.05,7843,0,0
7977,0.266,16783,0,1
12137,0.05,24849,0,1
13035,0.64,11267,1,1
12362,0.636,22318,1,0
6549,0.214,15964,0,1
10664,0.076,19402,1,0
11873,0.196,25040,2,0
9932,0.065,6046,1,0
5000,0.296,9638,0,0
10724,0.274,8900,1,0
29919,0.414,16482,1,0
8266,0.165,12890,2,1
6877,0.158,13591,1,0
11928,0.163,18467,2,0
11570,0.15,27263,0,0
17968,0.303,33437,2,0
5276,0.38,5000,0,1
14266,0.362,33705,1,0
13295,0.464,9587,2,0
9218,0.327,18365,2,0
11723,0.222,8346,2,0
16559,0.574,41349,1,0
15308,0.36,16802,1,1
5588,0.065,8055,1,0
14914,0.481,20587,1,1
9582,0.077,5883,1,0
10264,0.155,14754,0,1
10266,0.432,7329,0,1
9180,0.234,19134,0,0
17959,0.128,43325,1,1
9491,0.191,19902,1,0
5654,0.456,7380,2,0
8129,0.154,5000,0,1
10822,0.19,5161,1,0
18299,0.694,26342,1,1
13380,0.232,24444,1,1
6468,0.159,13720,1,1
34289,0.648,56886,1,0
11298,0.362,27730,0,1
18726,0.507,26908,2,0
9174,0.241,15229,1,0
12921,0.34,11412,2,0
15059,0.582,16765,1,0
18198,0.464,33386,2,0
16792,0.368,27933,2,0
15307,0.187,18005,0,0
8454,0.267,5369,1,0
7436,0.386,8324,1,0
11687,0.188,5758,2,0
15781,0.183,25559,1,1
8854,0.437,9547,1,1
16858,0.435,20190,1,0
20461,0.258,32895,1,1
6259,0.148,10144,0,0
6512,0.521,10651,2,1
9226,0.347,13215,0,0
11542,0.143,16448,0,1
7613,0.682,16175,0,1
19459,0.411,26890,1,1
12234,0.147,18666,1,0
10094,0.158,24986,0,0
5000,0.171,5000,0,1
5126,0.336,9870,2,0
11390,0.164,15874,1,0
5000,0.35,10720,2,0
16421,0.358,20501,0,1
9144,0.13,9476,2,0
40000,0.225,33454,1,0
31381,0.2,70032,2,0
9038,0.246,17250,1,0
9384,0.129,5269,2,0
16281,0.175,30907,1,1
23192,0.136,10982,1,0
5000,0.291,5000,1,0
5000,0.235,8224,2,0
7251,0.538,9959,0,1
13244,0.523,28675,0,0
12688,0.29,21272,1,1
16896,0.422,40999,2,0
5432,0.338,11929,0,0
5000,0.126,5572,1,0
15199,0.209,32704,1,1
6541,0.252,14566,1,0
5000,0.317,12182,0,1
10641,0.259,5000,2,0
14714,0.388,32915,0,1
9311,0.151,5091,1,0
7872,0.571,11879,0,1
9139,0.345,11613,2,0
8223,0.41,19174,2,1
5044,0.072,6309,2,0
6923,0.334,11435,2,0
12844,0.58,23799,2,1
11624,0.157,5114,1,0
10764,0.319,17664,2,0
6017,0.287,8952,0,1
9038,0.252,14890,1,0
5000,0.266,5000,0,1
10820,0.092,5590,1,0
20220,0.377,15626,1,0
5000,0.162,11129,2,0
7383,0.374,8480,1,0
11667,0.449,15301,1,0
18516,0.173,22578,2,0
7910,0.306,15030,1,1
7001,0.669,6615,0,1
5000,0.317,5000,1,1
10422,0.257,12446,1,0
27475,0.193,52984,1,0
11369,0.281,26393,0,1
9787,0.09,5000,0,1
11626,0.316,24439,1,1
9842,0.273,5304,2,0
6591,0.151,7213,0,1
14937,0.099,6674,2,0
11079,0.178,25641,1,1
9984,0.13,18813,2,0
6077,0.354,7141,1,0
18991,0.053,22650,2,0
13798,0.077,24060,0,1
7506,0.451,5000,2,0
16332,0.185,11507,2,0
7717,0.404,16817,2,0
6694,0.097,5521,2,0
6769,0.516,13037,2,1
5000,0.314,5000,2,0
12528,0.322,7330,2,0
5000,0.25,11450,1,0
5354,0.125,12281,2,0
5000,0.22,8355,1,1
9480,0.393,12990,2,0
9180,0.17,14328,2,0
8405,0.06,10566,2,0
5876,0.251,11694,2,0
5507,0.177,10930,0,0
12483,0.355,26463,2,0
7515,0.331,11259,0,1
11593,0.113,24146,1,1
6357,0.377,5000,2,0
10834,0.366,5019,2,0
18989,0.43,33438,2,0
13267,0.402,8245,1,1
8052,0.39,12533,0,1
11255,0.49,21546,1,1
8775,0.544,11011,1,1
9936,0.308,5000,1,0
8410,0.346,19031,1,0
9116,0.181,5000,2,0
11004,0.096,25309,1,0
6022,0.357,5000,2,0
5955,0.349,11576,1,0
5000,0.321,11710,1,0
5000,0.487,11523,0,0
5384,0.058,12256,2,0
10718,0.391,24164,1,1
6333,0.115,9322,2,0
12794,0.373,20102,1,0
10070,0.059,17133,2,0
5000,0.331,11407,0,0
13732,0.705,29663,2,0
14844,0.212,30346,2,0
6021,0.179,10952,2,1
12211,0.446,20741,1,0
6449,0.376,15073,2,0
10392,0.175,8361,1,0
5259,0.304,5000,1,1
5000,0.301,12315,2,0
8173,0.39,12763,1,1
9303,0.459,13165,0,0
8112,0.36,17735,1,1
5475,0.35,11960,1,0
8103,0.213,6246,2,0
11323,0.601,8656,2,0
9677,0.283,20032,2,0
10842,0.351,22225,1,1
7079,0.465,6179,1,0
17780,0.234,38533,1,0
5496,0.353,7740,1,0
12629,0.34,17516,0,0
17871,0.627,44141,0,1
12587,0.137,18759,0,1
8943,0.078,6151,1,1
7599,0.279,7510,1,0
16614,0.293,18288,1,0
5000,0.034,12063,1,0
6093,0.326,5815,1,0
8112,0.039,10578,2,0
18376,0.242,36279,0,1
11966,0.386,11674,0,1
6099,0.114,11427,1,0
8474,0.359,7083,0,1
7279,0.225,6619,1,0
6940,0.296,17151,0,0
16146,0.358,18968,0,0
5000,0.264,9661,0,0
22123,0.384,47877,1,1
14974,0.344,16897,1,1
17076,0.425,19638,1,0
7852,0.045,15888,1,1
9182,0.512,15377,1,0
5000,0.268,5798,1,0
7613,0.153,15029,1,0
12667,0.117,28043,2,0
18921,0.163,16907,0,1
5689,0.308,5000,0,1
8244,0.191,8043,2,0
9176,0.436,16667,1,1
5000,0.135,11610,2,0
13302,0.341,29429,1,1
6891,0.389,5971,0,1
8975,0.344,20196,1,1
7895,0.223,16600,1,0
6669,0.179,12954,1,0
9862,0.38,18198,1,0
8885,0.202,18614,2,1
8217,0.211,18158,1,0
6875,0.203,14577,1,1
11611,0.447,7615,2,0
22624,0.397,43361,0,1
10614,0.072,22998,1,1
16285,0.378,12865,2,0
5000,0.068,5000,2,1
10709,0.262,21960,1,1
5717,0.398,6416,1,0
5000,0.237,6196,1,0
6838,0.035,8151,1,0
17960,0.498,15211,0,1
15914,0.449,37741,1,0
11175,0.277,23383,1,0
5000,0.298,5000,1,0
8971,0.413,5587,1,1
11508,0.108,13608,2,1
10805,0.143,13745,0,0
5000,0.211,5000,0,0
6341,0.764,14350,2,0
9585,0.306,20969,2,1
12940,0.384,28280,2,0
5000,0.374,10460,0,1
9126,0.32,17701,0,1
10630,0.061,18418,1,1
15135,0.08,36576,2,0
13994,0.399,26514,0,1
13243,0.409,22825,2,0
6634,0.261,13643,0,1
5000,0.251,5000,1,1
8131,0.065,19767,1,1
16330,0.135,7189,0,1
19865,0.368,34995,2,0
14118,0.227,7933,1,0
12267,0.4,26888,0,1
11965,0.326,29101,0,1
7494,0.281,9428,1,0
9273,0.116,20403,0,1
22800,0.235,25194,0,1
6177,0.242,5000,0,0
22189,0.268,21767,0,0
8425,0.187,8710,2,0
19200,0.331,33110,1,1
5000,0.562,10359,2,0
13265,0.181,11023,2,0
6847,0.686,5000,2,1
5000,0.392,5000,0,1
11039,0.154,11290,1,0
16395,0.135,16191,1,0
6486,0.547,5590,1,0
5000,0.074,6893,1,0
9452,0.225,20773,0,0
9473,0.227,5785,1,0
13018,0.266,28775,0,1
15911,0.397,22971,2,0
9607,0.155,17168,0,0
25028,0.215,52865,1,0
11071,0.325,11504,2,0
8323,0.323,20007,0,1
5000,0.481,5000,2,0
8679,0.101,13088,1,1
8364,0.385,7821,2,0
15996,0.238,20103,0,1
12472,0.336,16745,2,0
5487,0.178,12734,0,1
10787,0.412,14318,1,0
13846,0.161,25832,1,0
21247,0.382,50967,1,1
15425,0.365,22189,1,0
14478,0.205,18206,2,0
10198,0.635,24918,2,1
12017,0.372,25695,1,1
18485,0.155,43876,1,1
5082,0.297,6273,1,0
8310,0.158,15476,1,1
6725,0.356,6215,0,1
11963,0.415,26536,2,0
18308,0.147,43197,2,0
7343,0.06,7067,1,0
5000,0.047,5000,2,0
8053,0.528,6616,2,0
15626,0.304,27017,2,0
12949,0.3,12581,1,0
12259,0.222,21345,1,0
8604,0.164,9769,1,0
5221,0.068,12141,1,0
12805,0.55,17293,1,0
6521,0.118,9423,2,0
29497,0.341,33359,2,0
13164,0.346,7284,0,1
7403,0.21,10635,0,1
7290,0.143,14771,0,1
9447,0.326,22687,2,0
8780,0.178,5000,1,0
17299,0.12,35887,1,0
10863,0.142,10438,1,1
6864,0.201,14608,2,0
25469,0.07,28480,1,0
10144,0.034,6495,1,0
14536,0.052,24497,0,0
7301,0.266,16627,1,0
11867,0.033,9272,0,1
11562,0.038,5154,2,0
5000,0.467,11280,2,1
27109,0.14,50571,0,0
18869,0.264,39593,0,0
8114,0.436,5000,1,0
5703,0.161,12947,0,1
11775,0.429,15075,2,0
10335,0.267,23616,2,0
11823,0.339,6341,1,0
10892,0.501,24595,0,1
12747,0.185,23125,1,1
20407,0.367,31916,2,0
13148,0.016,6965,2,1
5855,0.036,10807,0,1
19560,0.357,32379,1,0
22478,0.199,43275,1,1
40000,0.276,76204,1,1
5643,0.116,7516,1,0
11175,0.347,9273,1,1
5000,0.515,11649,1,0
13050,0.238,30586,0,1
7524,0.28,6358,1,1
25892,0.278,44648,2,1
6718,0.134,5550,0,1
5000,0.207,11042,2,0
7819,0.067,5000,1,0
5000,0.627,12397,1,1
14408,0.368,24246,2,1
5000,0.349,5000,1,1
10038,0.283,22607,2,0
5000,0.667,9186,1,0
8432,0.026,15721,1,0
22509,0.09,22004,1,1
11852,0.448,13124,1,0
6426,0.486,14912,2,0
9743,0.235,16890,1,0
9986,0.573,5000,2,0
12535,0.341,13632,2,0
5000,0.689,8284,2,1
13310,0.44,9461,1,1
5000,0.328,5000,1,0
7223,0.219,5000,2,0
7753,0.423,13368,0,1
13584,0.094,14579,1,0
10009,0.164,11858,0,0
5000,0.239,5000,0,1
6048,0.5,11792,1,0
10930,0.362,21972,2,0
9513,0.421,20376,0,1
7408,0.428,13102,2,1
7782,0.485,15750,1,1
14017,0.292,22599,1,1
7640,0.371,10943,2,0
9470,0.343,8955,2,0
29289,0.491,14998,0,1
5000,0.239,5064,0,1
5000,0.172,9178,2,0
14644,0.058,34360,0,1
7049,0.242,6612,0,1
8441,0.172,15250,1,1
6697,0.282,9404,2,0
8691,0.072,14930,1,1
22010,0.064,8879,1,0
14780,0.119,9719,1,0
15231,0.606,13034,2,0
5000,0.214,11381,0,1
5565,0.281,5000,0,1
5000,0.479,7981,0,1
6603,0.297,15518,0,0
15968,0.293,28253,0,0
12816,0.126,18163,2,0
8859,0.536,10725,2,0
9787,0.165,16744,2,0
7013,0.158,9880,0,1
10964,0.34,20627,1,0
14515,0.411,24636,1,0
5000,0.225,7957,2,1
11496,0.128,27699,2,0
15775,0.168,33995,2,0
8042,0.239,13499,1,0
14049,0.334,21512,1,0
40000,0.16,76811,2,0
9394,0.836,19616,0,1
12047,0.58,12288,0,1
6842,0.257,12321,1,1
10835,0.126,7409,2,0
12458,0.108,16244,0,1
10909,0.578,25864,1,1
5944,0.371,6450,1,1
10972,0.07,7943,1,0
20559,0.409,14533,1,0
12385,0.106,15195,2,0
16010,0.151,13974,1,0
8791,0.394,11397,2,1
14399,0.222,27498,0,1
11380,0.549,25777,1,1
6152,0.435,5000,1,1
11605,0.301,23370,0,1
6027,0.067,5000,0,1
7212,0.22,8631,1,0
10879,0.138,27120,2,1
11482,0.215,6249,0,0
5460,0.414,5000,1,1
16764,0.283,18451,1,0
13174,0.183,31582,1,1
6957,0.185,5000,0,1
5000,0.117,5000,2,1
9205,0.15,15342,0,1
7919,0.31,7054,0,1
10473,0.396,5372,1,1
8253,0.173,5000,0,1
5000,0.393,7871,0,1
8150,0.247,12877,1,0
8494,0.506,16000,2,1
13586,0.354,9193,1,1
6980,0.305,10119,1,1
22910,0.338,38076,2,0
5000,0.406,5000,0,0
19064,0.191,29538,1,0
8847,0.588,16697,1,1
15211,0.131,37735,1,0
10300,0.342,17020,1,1
17496,0.353,38641,1,1
8154,0.416,17537,1,0
5714,0.092,13568,2,1
20135,0.673,38628,0,1
9351,0.15,7925,2,0
11056,0.383,11343,0,1
18349,0.334,37577,1,1
5907,0.406,8824,0,1
13329,0.251,12366,2,0
7369,0.085,13109,2,0
9264,0.408,21342,1,1
10261,0.268,11812,2,0
5000,0.296,8260,2,0
6704,0.046,10869,2,0
19448,0.653,12965,2,0
15414,0.12,9087,0,0
9591,0.153,21752,1,1
11176,0.304,26381,2,0
8543,0.35,19639,0,1
19502,0.442,24045,2,0
8953,0.114,8989,0,1
11113,0.668,26434,1,0
17553,0.21,39563,0,1
6709,0.383,14235,1,0
21577,0.187,23773,2,0
5000,0.537,8706,0,1
22355,0.181,44171,1,0
8214,0.22,13224,1,0
8766,0.457,14588,2,0
5000,0.514,9945,0,0
7884,0.394,15849,0,1
5884,0.265,5319,0,1
7303,0.275,8913,0,1
9240,0.471,18854,1,0
15976,0.514,15162,2,1
10979,0.149,25503,1,1
11543,0.063,24952,1,0
5722,0.086,13050,2,0
6371,0.49,6526,0,1
24327,0.256,15101,0,1
6852,0.189,5000,1,0
22654,0.172,35508,0,0
8764,0.597,9130,1,1
9908,0.505,9446,0,1
16901,0.289,14654,2,0
18693,0.413,29543,1,0
9363,0.357,14523,1,0
8150,0.201,10488,0,1
9624,0.351,6647,0,0
11719,0.236,27545,1,1
15454,0.508,20070,2,1
9918,0.304,6542,1,1
13486,0.355,6444,2,0
22453,0.252,16176,0,1
11975,0.307,12262,0,1
11566,0.408,19930,0,1
5000,0.297,12194,1,1
5000,0.465,5000,2,0
12018,0.4,24740,1,0
9438,0.355,21840,1,0
7651,0.28,9351,2,0
11178,0.327,10417,1,0
9602,0.389,13743,1,0
17394,0.133,39712,0,0
10332,0.198,5000,1,1
6812,0.088,9687,2,0
16237,0.353,32328,2,1
8878,0.21,14760,2,1
12877,0.154,18601,0,0
7795,0.252,12181,0,1
7151,0.109,12160,2,0
10322,0.101,18914,2,0
9960,0.182,11434,1,0
12580,0.173,18700,0,1
8653,0.333,8432,0,0
5000,0.077,12331,2,0
7971,0.283,6323,0,1
14719,0.069,10544,0,1
8529,0.512,8227,1,0
8749,0.181,20405,0,0
16206,0.188,28906,0,1
6932,0.487,9410,0,1
5000,0.091,11716,2,0
9133,0.351,20918,0,0
7769,0.564,9659,2,0
6105,0.249,9668,1,0
9066,0.138,20863,2,0
12654,0.113,13549,2,1
9851,0.335,12371,1,0
11539,0.244,23831,2,1
24506,0.032,45757,1,1
8337,0.29,5000,1,0
11375,0.301,7353,1,1
7672,0.175,16704,2,0
6482,0.421,5000,1,1
7387,0.018,17226,0,0
7790,0.346,7561,1,0
11845,0.427,19623,2,1
32033,0.485,50792,0,1
6918,0.348,8524,1,1
8036,0.213,5000,1,1
9589,0.279,7711,0,0
12063,0.129,20403,1,0
11291,0.179,15100,2,0
18808,0.191,23868,2,0
5000,0.336,5000,1,0
5000,0.046,5644,1,0
7723,0.304,11628,1,1
17131,0.174,9647,0,0
5000,0.53,5000,1,1
5000,0.34,7161,2,0
13168,0.066,20788,0,1
11179,0.328,10520,2,0
5738,0.443,6220,2,0
6046,0.306,12536,0,1
6094,0.197,13562,2,0
10459,0.327,11327,1,0
7236,0.415,8299,1,0
12670,0.724,27161,1,1
5000,0.496,12225,1,0
6448,0.394,6920,2,0
5636,0.293,11589,0,1
8706,0.094,12253,1,0
7562,0.332,7213,1,0
14748,0.2,27016,0,1
5000,0.477,6856,2,1
10124,0.146,9751,2,0
13084,0.313,8180,1,0
25042,0.53,55609,0,0
7778,0.301,17464,2,0
11640,0.462,6488,2,0
5000,0.396,8965,0,1
5000,0.692,5000,1,1
15099,0.232,26533,0,1
9869,0.085,22759,0,1
17841,0.102,16885,0,0
5000,0.08,5653,1,1
12835,0.203,26566,2,0
25195,0.32,48986,0,1
12208,0.34,15359,1,1
11364,0.316,24797,2,0
9939,0.254,23191,1,1
5000,0.722,6752,2,0
19492,0.308,9411,2,0
7292,0.417,10718,2,0
12736,0.203,24878,1,0
5000,0.347,5000,0,0
5487,0.149,5000,1,1
20283,0.053,20261,1,0
8319,0.246,5000,1,0
20468,0.184,38940,1,0
9517,0.234,6726,2,1
5000,0.22,9598,2,0
15460,0.112,13799,0,1
7369,0.139,18299,1,0
14035,0.128,21288,2,0
10022,0.231,5000,1,0
5000,0.01,10113,2,0
10744,0.162,13550,1,0
29676,0.308,49719,1,0
12663,0.388,30361,1,1
9616,0.203,14292,0,0
16944,0.258,35399,2,0
10996,0.328,11390,1,1
10990,0.422,20886,1,0
5734,0.056,5000,2,0
11124,0.189,25320,1,0
16609,0.311,13610,1,1
6515,0.227,6737,2,0
20175,0.107,48669,2,0
9453,0.249,6862,2,0
6349,0.387,5931,1,1
16298,0.743,26376,1,1
8574,0.473,21089,1,0
14468,0.322,26796,0,1
8553,0.256,5472,0,1
9605,0.454,18932,1,0
12667,0.253,16404,0,1
11446,0.405,28432,2,0
5000,0.146,8601,2,0
5649,0.125,8571,0,1
15751,0.245,24734,1,1
9264,0.084,16187,2,1
7616,0.199,14752,2,0
5017,0.276,5000,2,0
5768,0.295,5000,1,1
5000,0.272,5155,0,0
9408,0.023,13206,2,0
7337,0.252,7728,2,0
6104,0.588,5182,2,0
9565,0.358,22408,0,1
11872,0.093,5561,1,0
28186,0.659,66837,2,1
5000,0.22,11526,1,0
17671,0.385,32443,2,1
16099,0.278,7539,1,0
6703,0.26,5854,1,1
10955,0.118,26908,1,1
7872,0.096,18127,2,0
10860,0.137,26342,0,0
21048,0.143,52448,2,0
13397,0.201,7156,2,0
12762,0.214,20405,1,1
7981,0.535,17173,1,1
5000,0.516,5356,1,1
8917,0.312,11723,2,0
18093,0.597,18018,0,1
5000,0.604,5000,1,0
5839,0.213,5000,0,0
10542,0.14,5000,0,1
6049,0.39,9117,1,0
6659,0.215,11311,0,1
8008,0.474,8377,0,0
5000,0.306,10674,0,1
6081,0.367,13772,0,1
14068,0.523,9756,2,0
5147,0.291,5000,1,0
5000,0.189,5353,2,0
7222,0.293,13703,1,0
14270,0.104,20915,0,0
8969,0.305,12780,2,0
7845,0.342,5649,0,1
10119,0.194,11516,1,0
5000,0.374,12068,1,0
12674,0.176,14134,1,0
11988,0.436,19685,1,1
8065,0.477,5000,0,1
